countyFIPS,State,2020_total,2021_total,2022_total
18167,IN,9118,95892,146808
18169,IN,2356,31068,55453
18171,IN,481,5790,10537
18173,IN,11271,59332,85579
18175,IN,744,13844,28954
18177,IN,7347,78601,120582
18179,IN,2491,30474,47823
18181,IN,3292,20687,33751
18183,IN,1714,16432,29844
0,IA,2,284,3080
19001,IA,660,11612,18325
19003,IA,101,1731,4937
19005,IA,1784,17963,22100
19007,IA,1584,17808,25106
19009,IA,372,4292,7479
19011,IA,1471,20029,28193
19013,IA,21318,116182,175635
19015,IA,1311,12091,20835
19017,IA,2531,22473,30118
19019,IA,835,12218,21790
19021,IA,2665,14782,21170
19023,IA,853,12827,19580
19025,IA,729,4830,8948
19027,IA,1753,18375,25381
19029,IA,1638,20041,28652
19031,IA,1111,8597,13497
19033,IA,4915,35132,61310
19035,IA,710,14109,23378
19037,IA,354,6061,11809
19039,IA,675,8451,13801
19041,IA,691,10103,16507
19043,IA,1490,20528,26934
19045,IA,4110,33891,54106
19047,IA,1757,14615,19586
19049,IA,9129,35774,52813
19051,IA,921,8831,11885
19053,IA,61,3541,9455
19055,IA,1804,15797,24772
19057,IA,2006,27256,51335
19059,IA,1350,16200,26595
19061,IA,11581,76771,109600
19063,IA,2243,14857,19238
19065,IA,781,15273,27766
19067,IA,1797,15518,22872
19069,IA,2488,8512,15767
19071,IA,220,3646,9162
19073,IA,154,4237,8204
19075,IA,915,12006,16085
19077,IA,2083,11398,16665
19079,IA,1036,17733,26976
19081,IA,1023,12403,17420
19083,IA,1040,15914,22744
19085,IA,2446,26658,34450
19087,IA,1347,14637,26991
19089,IA,1068,7982,12613
19091,IA,789,9442,13933
19093,IA,854,12982,17653
19095,IA,1100,9429,17759
19097,IA,1127,15289,25231
19099,IA,6888,26856,40695
19101,IA,513,12993,19047
19103,IA,5543,31065,55594
19105,IA,1504,20879,27151
19107,IA,751,11716,17896
19109,IA,700,23457,32508
19111,IA,1777,24056,51163
19113,IA,28331,127010,215103
19115,IA,3443,17231,22716
19117,IA,1066,7982,11609
19119,IA,1131,14695,18387
19121,IA,698,7056,14396
19123,IA,4574,18830,32104
19125,IA,1948,28635,45250
19127,IA,7119,28458,41536
19129,IA,589,8548,15494
19131,IA,684,15198,17888
19133,IA,503,11324,17813
19135,IA,2104,11380,18049
19137,IA,1221,13769,19952
19139,IA,12463,37396,48068
19141,IA,2815,22183,26054
19143,IA,157,5773,7909
19145,IA,358,8427,17211
19147,IA,218,8727,13910
19149,IA,4463,29531,37333
19151,IA,485,7674,9848
19153,IA,57006,234322,402347
19155,IA,8398,63008,115473
19157,IA,2503,12815,22337
19159,IA,385,8494,12752
19161,IA,582,7465,13111
19163,IA,8898,88885,145086
19165,IA,814,13411,18613
19167,IA,2306,26225,32056
19169,IA,3156,17504,32452
19171,IA,8037,25823,33650
19173,IA,347,4470,8065
19175,IA,829,12429,18676
19177,IA,506,6792,9703
19179,IA,11060,45037,74120
19181,IA,1561,31443,49731
19183,IA,2972,18565,28812
19185,IA,887,8375,11832
19187,IA,3516,35753,60266
19189,IA,2357,11668,16793
19191,IA,1242,12445,18657
19193,IA,17068,83334,122624
19195,IA,52,2760,5757
19197,IA,584,14071,23634
0,KS,10593,35545,199570
20001,KS,100,6811,18182
20003,KS,0,6195,10240
20005,KS,711,6402,12237
20007,KS,78,2174,2902
20009,KS,1491,17824,33769
20011,KS,517,10412,18436
20013,KS,889,13681,16778
20015,KS,912,34901,65120
20017,KS,255,1135,2547
20019,KS,77,2533,6151
20021,KS,1098,20460,30509
20023,KS,637,4806,5110
20025,KS,388,2465,2832
20027,KS,917,10509,12569
20029,KS,143,8200,13067
20031,KS,2205,8200,14935
20033,KS,89,3697,5658
20035,KS,1187,36526,54750
20037,KS,1783,30209,45630
20039,KS,118,4259,7099
20041,KS,734,17393,27691
20043,KS,153,8217,12241
20045,KS,2497,30911,48738
20047,KS,0,3870,4745
20049,KS,0,1678,3450
20051,KS,2108,25814,29372
20053,KS,220,8572,11560
20055,KS,3632,26759,40242
20057,KS,2320,26382,40549
20059,KS,1082,16143,28879
20061,KS,671,15761,26812
20063,KS,1344,7612,8393
20065,KS,184,3078,5302
20067,KS,1168,7700,12936
20069,KS,278,5377,8393
20071,KS,0,493,1095
20073,KS,74,4034,8175
20075,KS,0,316,1091
20077,KS,728,6962,9655
20079,KS,1690,25539,44101
20081,KS,106,2984,3970
20083,KS,128,3058,3650
20085,KS,644,6019,10259
20087,KS,640,13951,21876
20089,KS,163,2271,4741
20091,KS,38891,288239,431208
20093,KS,667,4070,7200
20095,KS,353,5956,10006
20097,KS,0,1583,2553
20099,KS,649,18303,26686
20101,KS,145,2426,4251
20103,KS,3577,35433,65309
20105,KS,80,1739,3524
20107,KS,78,3790,9907
20109,KS,0,2207,4595
20111,KS,5771,31134,42970
20113,KS,961,30212,45287
20115,KS,267,8699,15277
20117,KS,607,9604,15125
20119,KS,272,4275,7059
20121,KS,323,16824,33054
20123,KS,0,6097,7745
20125,KS,1135,29429,54696
20127,KS,203,7892,9991
20129,KS,588,3068,3960
20131,KS,1449,19987,21874
20133,KS,186,13415,23549
20135,KS,1075,5871,6543
20137,KS,1508,10295,13468
20139,KS,387,9747,17324
20141,KS,0,4023,6104
20143,KS,0,4260,6095
20145,KS,91,5144,8621
20147,KS,1457,8794,10821
20149,KS,116,11617,19838
20151,KS,545,9161,10928
20153,KS,121,2609,3298
20155,KS,3803,52930,81604
20157,KS,366,4886,5695
20159,KS,125,4215,8121
20161,KS,1807,16590,28971
20163,KS,678,4086,7206
20165,KS,0,4857,6513
20167,KS,864,10432,13373
20169,KS,2963,52875,85575
20171,KS,390,8863,12342
20173,KS,20360,287770,482840
20175,KS,1603,15145,21447
20177,KS,12903,139191,217159
20179,KS,0,4393,6548
20181,KS,477,4350,7173
20183,KS,46,963,2533
20185,KS,289,4285,9437
20187,KS,268,2081,2888
20189,KS,102,3567,7088
20191,KS,886,18608,25118
20193,KS,324,6982,10046
20195,KS,143,2572,3572
20197,KS,214,5117,7963
20199,KS,0,1302,1825
20201,KS,327,5052,7800
20203,KS,138,2217,2920
20205,KS,353,7742,15235
20207,KS,0,2153,5199
20209,KS,30626,109571,170883
0,KY,41,0,0
21001,KY,5200,21586,38830
21003,KY,2029,16799,39031
21005,KY,292,9950,25693
21007,KY,165,4208,11619
21009,KY,2671,37694,79984
21011,KY,292,8383,16788
21013,KY,2212,23280,55415
21015,KY,5775,50880,109377
21017,KY,292,7333,21712
21019,KY,2675,28176,65469
21021,KY,11,25061,49776
21023,KY,182,2952,9628
21025,KY,165,5617,20597
21027,KY,559,7402,28912
21029,KY,2590,31657,80773
21031,KY,3507,10248,19317
21033,KY,387,12471,22413
21035,KY,1740,18406,33980
21037,KY,3719,27922,65276
21039,KY,245,3047,7244
21041,KY,779,7269,17180
21043,KY,581,14609,39044
21045,KY,2469,14807,27126
21047,KY,4421,39267,77517
21049,KY,1799,11281,25379
21051,KY,1179,16044,33905
21053,KY,567,11028,18685
21055,KY,313,8833,17978
21057,KY,55,4351,11278
21059,KY,5132,73788,142227
21061,KY,2751,8768,17079
21063,KY,28,1348,7014
21065,KY,0,4216,18100
21067,KY,15270,115102,224400
21069,KY,32,8861,21812
21071,KY,696,27418,75529
21073,KY,2161,21082,56958
21075,KY,454,5124,11161
21077,KY,1663,11173,18641
21079,KY,448,12246,28654
21081,KY,1319,8255,22500
21083,KY,6776,35904,65722
21085,KY,3441,23116,48818
21087,KY,1207,7094,16308
21089,KY,1247,21926,52349
21091,KY,537,5573,9028
21093,KY,3176,65895,160540
21095,KY,1838,33932,75687
21097,KY,84,9397,27808
21099,KY,315,18179,37083
21101,KY,3148,29704,60867
21103,KY,392,6678,18547
21105,KY,168,5044,9927
21107,KY,9801,57136,93315
21109,KY,3777,13360,28633
21111,KY,71577,459607,858917
21113,KY,2068,26810,52274
21115,KY,526,13602,42557
21117,KY,11112,71479,152376
21119,KY,718,9627,23691
21121,KY,1583,15650,52981
21123,KY,237,10769,26220
21125,KY,1483,29904,88374
21127,KY,118,10054,25519
21129,KY,890,9647,19238
21131,KY,70,4116,17651
21133,KY,288,16824,42360
21135,KY,2186,15506,31231
21137,KY,2289,22240,48841
21139,KY,282,10007,22104
21141,KY,5378,25415,45425
21143,KY,1005,7420,13070
21145,KY,2484,47178,97391
21147,KY,91,12851,29653
21149,KY,1140,11043,19392
21151,KY,1838,43622,101247
21153,KY,51,5674,18590
21155,KY,1322,13800,30300
21157,KY,1302,22237,40817
21159,KY,624,8275,17564
21161,KY,519,16094,38620
21163,KY,709,9686,23713
21165,KY,91,6089,11802
21167,KY,587,19137,38966
21169,KY,575,10951,24050
21171,KY,1191,16971,29159
21173,KY,779,13254,38408
21175,KY,0,1874,10486
21177,KY,3080,25076,44788
21179,KY,942,22790,55527
21181,KY,276,4049,11639
21183,KY,1919,21756,38089
21185,KY,4727,30368,52126
21187,KY,329,5502,12824
21189,KY,260,5394,10226
21191,KY,53,3031,14061
21193,KY,1394,25061,64921
21195,KY,1766,42488,112766
21197,KY,0,4704,15782
21199,KY,2039,44275,105578
21201,KY,195,5046,7680
21203,KY,419,8707,22000
21205,KY,190,7878,24683
21207,KY,1592,16875,31790
21209,KY,2087,13992,39443
21211,KY,4666,28370,59209
21213,KY,1530,15222,34005
21215,KY,145,8570,21505
21217,KY,1073,20047,45522
21219,KY,1331,9897,16131
21221,KY,80,5693,15963
21223,KY,0,3457,14927
21225,KY,632,7551,20776
21227,KY,8908,69160,136446
21229,KY,348,13840,22465
21231,KY,213,17286,34189
21233,KY,700,9227,17996
21235,KY,752,22319,72395
21237,KY,57,2627,9433
21239,KY,29,7372,18628
0,LA,83,0,0
22001,LA,19085,76391,106665
22003,LA,9392,35183,50342
22005,LA,20899,67828,106525
22007,LA,4902,15312,25220
22009,LA,10137,50613,75828
22011,LA,6585,32409,51584
22013,LA,7653,30452,40554
22015,LA,21784,117593,179953
22017,LA,79553,288920,421643
22019,LA,38846,172360,257976
22021,LA,977,11301,19399
22023,LA,316,2506,3150
22025,LA,2219,14567,20482
22027,LA,4506,20471,28072
22029,LA,3296,23514,32480
22031,LA,7312,31497,49539
22033,LA,94806,331583,491469
22035,LA,990,9736,13637
22037,LA,13391,44316,62018
22039,LA,5417,37906,57550
22041,LA,8058,41998,64432
22043,LA,4633,22397,33892
22045,LA,18537,64363,95891
22047,LA,13393,38521,54931
22049,LA,5045,19554,27689
22051,LA,138792,352482,492796
22053,LA,7538,37321,58210
22055,LA,24475,115357,181876
22057,LA,27081,85839,136266
22059,LA,1758,14052,21969
22061,LA,9097,36022,52932
22063,LA,15424,93258,169350
22065,LA,1719,15325,21753
22067,LA,4572,31289,49279
22069,LA,6168,36890,61874
22071,LA,149009,309922,410799
22073,LA,31549,175909,274911
22075,LA,4835,10956,16739
22077,LA,8897,27495,33846
22079,LA,28873,130193,210130
22081,LA,4207,14629,19707
22083,LA,3083,22287,35778
22085,LA,2894,24813,41698
22087,LA,7048,24070,40866
22089,LA,14528,37850,52981
22091,LA,628,4483,8652
22093,LA,8722,20456,27888
22095,LA,24962,53647,67096
22097,LA,26279,102469,149840
22099,LA,12261,47069,68793
22101,LA,15760,59104,97076
22103,LA,57577,209065,313800
22105,LA,22537,131484,222259
22107,LA,298,2809,4300
22109,LA,23669,92574,152010
22111,LA,9383,31709,49033
22113,LA,9883,50823,82721
22115,LA,8487,43783,69076
22117,LA,14728,56643,92054
22119,LA,6412,43258,67287
22121,LA,9419,23303,32692
22123,LA,2367,15698,24033
22125,LA,4663,12781,16774
22127,LA,3353,17369,23397
0,ME,2,2,8
23001,ME,2797,30435,101366
23003,ME,274,20929,60409
23005,ME,16378,73711,139393
23007,ME,402,6404,22450
23009,ME,451,14815,33036
23011,ME,3046,28682,88899
23013,ME,341,2929,13861
23015,ME,198,1416,12682
23017,ME,433,24005,54414
23019,ME,1425,42564,121484
23021,ME,32,2440,12227
23023,ME,10,3503,12665
23025,ME,1463,13469,39485
23027,ME,3707,8721,22441
23029,ME,71,6669,20715
23031,ME,4679,49769,105424
0,MD,15146,3332,67342
24001,MD,8471,79519,131104
24003,MD,58468,234735,397392
24005,MD,139961,576696,908813
24009,MD,6822,30288,53057
24011,MD,1188,11571,28959
24013,MD,29526,90826,148329
24015,MD,8359,54152,94674
24017,MD,23062,75850,128998
24019,MD,2070,22250,39751
24021,MD,31406,120348,191436
24023,MD,922,24783,41796
24025,MD,18104,107011,211808
24027,MD,26766,90611,137861
24029,MD,5510,17595,25132
24031,MD,196169,571767,752328
24033,MD,188199,559401,787550
24035,MD,5471,19326,40970
24037,MD,12523,49113,79671
24039,MD,1244,14933,26796
24041,MD,1170,15289,32176
24043,MD,10194,116436,212207
24045,MD,11119,63708,119346
24047,MD,5841,37548,58229
24510,MD,106514,419239,650728
0,MA,2072,4325,8214
25001,MA,39688,167785,221226
25003,MA,13761,103914,141414
25005,MA,162315,621154,810795
25007,MA,0,24,0
25009,MA,300963,858597,1037776
25011,MA,16245,41017,54120
25013,MA,186663,549147,679521
25015,MA,32363,106608,134458
25017,MA,507509,1348351,1526325
25019,MA,357,261,0
25021,MA,252471,640801,725191
25023,MA,182161,517561,639016
25025,MA,269695,661160,753427
25027,MA,254135,807916,981255
0,MI,20497,63418,82268
26001,MI,650,12179,25987
26003,MI,122,2370,5186
26005,MI,3115,57178,129854
26007,MI,3357,22928,51272
26009,MI,316,10687,24425
26011,MI,1339,11218,25855
26013,MI,1120,13990,19953
26015,MI,1527,25297,62298
26017,MI,13464,125765,218110
26019,MI,780,13163,25345
26021,MI,19313,105130,209836
26023,MI,2953,36169,67579
26025,MI,14968,111358,214968
26027,MI,3984,28398,53351
26029,MI,836,8727,22221
26031,MI,1548,18141,39891
26033,MI,380,13133,37551
26035,MI,2262,31098,58404
26037,MI,3961,33875,76393
26039,MI,1265,4448,11618
26041,MI,4741,35149,58424
26043,MI,3443,27566,40848
26045,MI,4481,74409,149409
26047,MI,2066,15997,32716
26049,MI,83157,344394,642355
26051,MI,1133,21419,42845
26053,MI,1796,18613,25696
26055,MI,2846,35803,86830
26057,MI,4631,42960,68968
26059,MI,7394,36054,74442
26061,MI,1233,16745,35073
26063,MI,1826,28883,53844
26065,MI,14014,138586,285130
26067,MI,2440,30509,65465
26069,MI,3880,28463,53819
26071,MI,2631,19351,32281
26073,MI,3468,35936,77380
26075,MI,13650,103997,206891
26077,MI,24705,143760,251367
26079,MI,1056,9539,22234
26081,MI,47962,313323,573350
26083,MI,91,1204,4908
26085,MI,279,6070,13846
26087,MI,10257,70803,154129
26089,MI,287,7419,20801
26091,MI,4105,58952,118589
26093,MI,8497,71025,168530
26095,MI,0,1256,5065
26097,MI,45,2040,11508
26099,MI,260005,872658,1469886
26101,MI,669,9955,33267
26103,MI,4231,24104,49827
26105,MI,667,13743,34737
26107,MI,1007,13255,40123
26109,MI,1129,16037,26246
26111,MI,3562,35936,83779
26113,MI,489,9854,22843
26115,MI,9932,94044,174980
26117,MI,2599,40510,77672
26119,MI,209,7995,17510
26121,MI,20927,133193,234370
26123,MI,1221,25076,58167
26125,MI,299892,866281,1432772
26127,MI,2178,21851,34015
26129,MI,1488,16569,38549
26131,MI,671,7767,14295
26133,MI,507,11590,30356
26135,MI,655,10739,20574
26137,MI,3070,15315,37808
26139,MI,20011,158872,293042
26141,MI,316,12202,21774
26143,MI,1295,19419,42957
26145,MI,39188,219604,349573
26147,MI,15510,150465,305851
26149,MI,3576,37277,76494
26151,MI,2831,41513,72471
26153,MI,156,1901,5811
26155,MI,7897,39182,84576
26157,MI,8881,61977,103253
26159,MI,4958,48229,101781
26161,MI,29368,106184,196063
26163,MI,732117,1817763,2940886
26165,MI,1445,15950,40303
0,MN,100,2,0
27001,MN,1513,14091,22491
27003,MN,33740,168956,288863
27005,MN,1264,20204,33961
27007,MN,1620,24158,45728
27009,MN,3586,37011,62975
27011,MN,118,1502,3137
27013,MN,1640,17021,36624
27015,MN,1356,15693,28883
27017,MN,1212,20901,35229
27019,MN,1681,18275,41969
27021,MN,1172,12543,29443
27023,MN,926,13770,17323
27025,MN,1097,20138,43210
27027,MN,10312,33929,45280
27029,MN,463,6125,11018
27031,MN,0,31,1348
27033,MN,287,8705,14757
27035,MN,4552,35394,61233
27037,MN,29535,170306,282715
27039,MN,73,1927,7572
27041,MN,2317,29325,42656
27043,MN,202,8088,18926
27045,MN,2,3731,8525
27047,MN,814,12289,27073
27049,MN,3101,27848,48816
27051,MN,733,3071,4380
27053,MN,216361,648239,938650
27055,MN,325,5686,7013
27057,MN,1547,15348,21421
27059,MN,1212,23655,42492
27061,MN,3625,24125,52757
27063,MN,213,4412,6161
27065,MN,1526,9797,20335
27067,MN,2106,31685,50562
27069,MN,529,7950,9976
27071,MN,739,6123,13421
27073,MN,453,7839,10451
27075,MN,425,7342,10547
27077,MN,120,1136,2137
27079,MN,1025,9549,18275
27081,MN,57,1171,2150
27083,MN,1440,18746,26598
27085,MN,1313,22559,38811
27087,MN,475,3439,6429
27089,MN,562,6477,8623
27091,MN,2777,12142,23003
27093,MN,1153,16089,27132
27095,MN,2554,20941,41476
27097,MN,1924,22296,37787
27099,MN,2031,12973,26085
27101,MN,425,3439,6337
27103,MN,3841,16940,24382
27105,MN,3670,18132,21680
27107,MN,379,3242,4927
27109,MN,6124,37735,66977
27111,MN,2088,32293,61054
27113,MN,558,7664,14648
27115,MN,454,9167,24062
27117,MN,2269,9466,12294
27119,MN,2275,26174,38783
27121,MN,89,2588,6514
27123,MN,75849,329047,488789
27125,MN,235,2568,4638
27127,MN,1488,13858,19448
27129,MN,2357,16550,20653
27131,MN,3296,40179,64683
27133,MN,637,6988,12489
27135,MN,372,7988,16044
27137,MN,12540,116719,193911
27139,MN,6690,49772,94223
27141,MN,4112,34722,65479
27143,MN,585,4019,8859
27145,MN,10717,84076,133348
27147,MN,644,6889,21956
27149,MN,267,3727,4889
27151,MN,684,6949,11937
27153,MN,1287,12374,21465
27155,MN,64,1824,3579
27157,MN,87,1642,6423
27159,MN,487,9013,20156
27161,MN,1155,8575,14118
27163,MN,15841,107993,175493
27165,MN,575,3956,8539
27167,MN,925,4649,7920
27169,MN,5131,18808,26387
27171,MN,3889,55438,110159
27173,MN,863,7131,10613
0,MS,5,2,0
28001,MS,7935,34456,52514
28003,MS,2651,28294,56935
28005,MS,1966,15978,24848
28007,MS,6070,27967,41255
28009,MS,1288,10452,17771
28011,MS,12078,48810,65459
28013,MS,2318,12789,25678
28015,MS,2869,11326,19627
28017,MS,5572,21538,34806
28019,MS,1226,7328,12064
28021,MS,3025,11634,16943
28023,MS,8623,29528,39234
28025,MS,3866,21548,35376
28027,MS,5408,31144,46288
28029,MS,6303,26172,43119
28031,MS,4967,30814,41077
28033,MS,12637,108925,200003
28035,MS,15147,66107,113140
28037,MS,737,8690,13794
28039,MS,2994,20865,31841
28041,MS,3202,13835,21140
28043,MS,6463,33029,47594
28045,MS,5685,34853,55928
28047,MS,13928,135303,242964
28049,MS,30001,174224,288357
28051,MS,11911,28167,37700
28053,MS,3277,12035,16565
28055,MS,533,2273,3220
28057,MS,4750,30763,51695
28059,MS,15172,102602,169192
28061,MS,3034,18821,27344
28063,MS,1701,10564,13540
28065,MS,2245,12961,19420
28067,MS,15415,66453,107324
28069,MS,3433,11271,17693
28071,MS,7039,45110,65007
28073,MS,6400,36557,58514
28075,MS,26307,94354,133685
28077,MS,2040,10193,20048
28079,MS,7150,28263,43084
28081,MS,12888,69123,109773
28083,MS,16695,46889,62284
28085,MS,11535,42166,57458
28087,MS,10061,57142,86656
28089,MS,17199,84641,120456
28091,MS,6954,32207,49528
28093,MS,4907,39855,63462
28095,MS,13455,52468,79647
28097,MS,3345,16717,28024
28099,MS,21552,67108,87010
28101,MS,4229,23638,35649
28103,MS,2977,12694,17572
28105,MS,9892,39034,59268
28107,MS,6211,40513,61385
28109,MS,11804,61726,100179
28111,MS,3333,15546,23142
28113,MS,9426,42971,67807
28115,MS,3513,29458,52953
28117,MS,3642,24227,37800
28119,MS,801,7039,11440
28121,MS,14295,112604,178586
28123,MS,5253,28689,42908
28125,MS,1974,6721,9415
28127,MS,7374,34548,54255
28129,MS,3291,13993,24747
28131,MS,1972,15321,26786
28133,MS,7676,34112,45232
28135,MS,3538,15955,22146
28137,MS,6715,32773,52695
28139,MS,4684,25723,39396
28141,MS,5487,27279,43633
28143,MS,2609,10659,17049
28145,MS,4397,29313,44441
28147,MS,4404,18302,29028
28149,MS,9156,49514,74788
28151,MS,14002,51862,72594
28153,MS,4147,18503,31297
28155,MS,2729,12930,25150
28157,MS,3890,11683,16532
28159,MS,4050,30229,37529
28161,MS,3368,14916,21004
28163,MS,5286,27315,39290
0,MO,2127,31,0
29001,MO,138,8573,22725
29003,MO,869,8187,20188
29005,MO,186,2676,7677
29007,MO,1366,21871,39980
29009,MO,2136,19696,46123
29011,MO,396,7089,18455
29013,MO,843,12182,32865
29015,MO,885,13743,36714
29017,MO,624,5962,14111
29019,MO,2531,39952,91040
29021,MO,6113,58628,111628
29023,MO,1051,20722,59659
29025,MO,250,5712,13480
29027,MO,1055,20440,45771
29029,MO,4368,36876,64914
29031,MO,6193,52303,87441
29033,MO,523,9218,15987
29035,MO,578,4159,8421
29037,MO,4957,45756,110364
29039,MO,448,8651,19556
29041,MO,47,3483,13220
29043,MO,2091,42551,92608
29045,MO,201,3867,12136
29047,MO,8405,65916,128395
29049,MO,2924,25644,42432
29051,MO,4435,52699,101956
29053,MO,744,11142,27271
29055,MO,1080,15964,36801
29057,MO,387,6618,15059
29059,MO,706,12189,25970
29061,MO,521,4434,10070
29063,MO,909,11355,16352
29065,MO,382,9614,29032
29067,MO,1330,12679,28546
29069,MO,1745,16454,42221
29071,MO,9036,69372,124119
29073,MO,2635,17620,35181
29075,MO,2079,8022,11469
29077,MO,17172,198474,369931
29079,MO,1266,14214,24356
29081,MO,334,5506,11655
29083,MO,1450,15478,29965
29085,MO,490,6736,20139
29087,MO,298,5231,10518
29089,MO,235,3356,9418
29091,MO,2069,23655,76032
29093,MO,38,3520,15322
29095,MO,52177,428193,791695
29097,MO,11850,101963,178592
29099,MO,12899,99039,229976
29101,MO,1578,22540,50793
29103,MO,107,1158,4677
29105,MO,2627,33584,63547
29107,MO,2757,22683,46256
29109,MO,2857,33363,59498
29111,MO,391,6250,12961
29113,MO,1041,19215,49161
29115,MO,819,7797,23412
29117,MO,1099,18106,34762
29119,MO,1994,12568,24720
29121,MO,219,6701,19314
29123,MO,544,7246,20156
29125,MO,214,4277,13087
29127,MO,1885,20101,43183
29129,MO,37,1078,4751
29131,MO,1959,23240,42804
29133,MO,660,11431,20609
29135,MO,1405,12299,20211
29137,MO,271,4937,15489
29139,MO,398,5699,20316
29141,MO,951,17781,39092
29143,MO,2586,18022,30519
29145,MO,3522,34981,73157
29147,MO,1183,9863,16177
29149,MO,78,2840,12072
29151,MO,420,6705,16060
29153,MO,190,8162,20164
29155,MO,2436,13612,27014
29157,MO,1309,10992,16592
29159,MO,3285,31786,58050
29161,MO,3810,53334,86820
29163,MO,960,10690,22570
29165,MO,2277,18548,36159
